method,split,seed,episodes,success_rate,mean_edge_f1,mean_birth_f1,mean_death_f1,mean_graph_edit,mean_component_accuracy,mean_jam_f1,mean_safety_violation_rate,mean_chain_contact_rate,mean_pocket_contact_rate,mean_fixture_contact_rate,mean_wall_contact_rate,mean_final_progress,mean_final_y_error,mean_energy
state_only_dynamics_model,pocket_relocation,6,6,0.16667,0.96624,0.82222,0.99306,0.02639,0.98611,0.00000,0.00000,0.94861,0.87152,0.00000,0.00000,0.81491,0.09127,11.37019
state_only_dynamics_model,pocket_relocation,7,6,0.16667,0.90250,0.38056,0.98264,0.08220,0.99167,0.00000,0.00000,0.94861,0.87153,0.00000,0.00000,0.81818,0.11022,11.42437
topology_no_memory_ablation,actuator_limit_chain,0,6,0.00000,0.63947,0.32176,0.46528,0.16406,0.61111,1.00000,0.75347,0.00000,0.00000,0.72569,0.00347,0.11392,0.03877,15.61935
topology_no_memory_ablation,actuator_limit_chain,1,6,0.00000,0.62604,0.23843,0.50278,0.16580,0.46181,0.66667,0.76389,0.00694,0.00347,0.73611,0.00347,0.18594,0.05880,13.40148
topology_no_memory_ablation,actuator_limit_chain,2,6,0.16667,0.68278,0.47662,0.47407,0.14253,0.43403,0.83333,0.52083,0.14514,0.12500,0.51736,0.01389,0.35472,0.07579,11.77691
topology_no_memory_ablation,actuator_limit_chain,3,6,0.00000,0.70729,0.84491,0.24074,0.12370,0.19792,0.86191,0.65972,0.15625,0.14930,0.71528,0.01042,0.46674,0.16999,11.26806
topology_no_memory_ablation,actuator_limit_chain,4,6,0.00000,0.57107,0.64005,0.39225,0.13194,0.21528,0.83333,0.66319,0.01042,0.00694,0.69444,0.01736,0.61086,0.13882,16.20092
topology_no_memory_ablation,actuator_limit_chain,5,6,0.00000,0.47327,0.27894,0.22801,0.24306,0.64583,0.50000,0.67014,0.02778,0.16667,0.69792,0.01042,0.46826,0.03819,15.15814
topology_no_memory_ablation,actuator_limit_chain,6,6,0.00000,0.63472,0.63368,0.19676,0.15798,0.37153,1.00000,0.80556,0.01042,0.00694,0.90972,0.01389,0.43405,0.11005,10.65499
topology_no_memory_ablation,actuator_limit_chain,7,6,0.00000,0.61158,0.42593,0.20532,0.17925,0.57986,0.83333,0.80556,0.01389,0.00694,0.88542,0.00347,0.11843,0.08468,13.44785
topology_no_memory_ablation,combined_extreme_stress,0,6,0.00000,0.86331,0.67882,0.93056,0.05382,0.62153,0.33333,0.42014,0.00347,0.00000,0.24653,0.01389,0.29925,0.07251,31.66751
topology_no_memory_ablation,combined_extreme_stress,1,6,0.00000,0.70590,0.38773,0.95370,0.08898,0.37500,0.50000,0.20486,0.01389,0.00000,0.11111,0.01389,0.30631,0.11721,37.71624
topology_no_memory_ablation,combined_extreme_stress,2,6,0.00000,0.75220,0.60937,0.95949,0.07986,0.57639,0.50000,0.10764,0.00347,0.00000,0.08681,0.01736,0.07302,0.07798,34.61451
topology_no_memory_ablation,combined_extreme_stress,3,6,0.00000,0.55787,0.46181,0.71041,0.13759,0.27083,0.34343,0.20486,0.15625,0.14930,0.20833,0.01389,0.31075,0.10364,34.43330
topology_no_memory_ablation,combined_extreme_stress,4,6,0.00000,0.70741,0.50058,0.95069,0.07726,0.47222,0.33333,0.27778,0.00000,0.00000,0.17361,0.00694,0.27688,0.09051,32.53309
topology_no_memory_ablation,combined_extreme_stress,5,6,0.00000,0.81875,0.49884,0.97685,0.06901,0.47917,0.50000,0.27083,0.01042,0.00000,0.16320,0.01042,0.11055,0.14318,30.00008
topology_no_memory_ablation,combined_extreme_stress,6,6,0.00000,0.65729,0.60116,0.96238,0.06120,0.59375,0.50000,0.07292,0.00347,0.00000,0.05208,0.02431,0.39530,0.17243,36.54083
topology_no_memory_ablation,combined_extreme_stress,7,6,0.00000,0.74560,0.51389,0.85232,0.09462,0.59375,0.50000,0.31944,0.00000,0.00000,0.20486,0.00000,0.00000,0.10840,26.70334
topology_no_memory_ablation,combined_stress,0,6,0.33333,0.77611,0.79560,0.43206,0.11172,0.30278,0.51961,0.26042,0.44305,0.40278,0.25000,0.01042,0.72712,0.08996,13.19262
topology_no_memory_ablation,combined_stress,1,6,0.16667,0.87391,0.83264,0.76852,0.05616,0.61806,0.83333,0.24653,0.13333,0.12500,0.20972,0.01736,0.51960,0.15099,14.60103
topology_no_memory_ablation,combined_stress,2,6,0.00000,0.77488,0.60185,0.61852,0.11849,0.52430,0.78615,0.23264,0.31944,0.30208,0.17014,0.00694,0.52918,0.09985,16.80087
topology_no_memory_ablation,combined_stress,3,6,0.00000,0.65648,0.52836,0.60289,0.14757,0.20486,0.50980,0.36458,0.27083,0.25347,0.31250,0.00694,0.59676,0.09666,19.56018
topology_no_memory_ablation,combined_stress,4,6,0.00000,0.77141,0.43287,0.86690,0.09201,0.46528,1.00000,0.59375,0.00694,0.00000,0.43403,0.01736,0.38333,0.18256,22.39519
topology_no_memory_ablation,combined_stress,5,6,0.16667,0.81211,0.56320,0.71481,0.09931,0.58681,0.88615,0.22569,0.30139,0.27778,0.15972,0.01042,0.60638,0.09307,15.81202
topology_no_memory_ablation,combined_stress,6,6,0.00000,0.72095,0.62731,0.64977,0.12804,0.43403,0.55092,0.23611,0.32639,0.29861,0.12847,0.01042,0.76731,0.12815,24.38283
topology_no_memory_ablation,combined_stress,7,6,0.00000,0.62234,0.54746,0.40787,0.16319,0.40972,0.51042,0.51736,0.20833,0.19444,0.47917,0.00347,0.38623,0.04062,29.73043
topology_no_memory_ablation,contact_chain_transfer,0,6,0.00000,0.89977,0.90625,0.84838,0.04731,0.75347,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.43342,0.14750,11.55867
topology_no_memory_ablation,contact_chain_transfer,1,6,0.00000,0.93507,0.91319,0.84028,0.03255,0.75694,0.83333,0.00000,0.15972,0.14930,0.00000,0.00000,0.13666,0.02216,12.15879
topology_no_memory_ablation,contact_chain_transfer,2,6,0.00000,0.93113,0.91319,0.84375,0.03429,0.76736,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.35230,0.09757,10.67248
topology_no_memory_ablation,contact_chain_transfer,3,6,0.00000,0.90984,0.90972,0.70949,0.05035,0.63195,0.66667,0.00000,0.31944,0.29861,0.00000,0.00694,0.46282,0.09343,11.59808
topology_no_memory_ablation,contact_chain_transfer,4,6,0.00000,0.86458,0.81134,0.98843,0.03299,0.79514,1.00000,0.00000,0.00000,0.00000,0.00000,0.01042,0.18470,0.09219,21.01699
topology_no_memory_ablation,contact_chain_transfer,5,6,0.00000,0.86539,0.91320,0.54746,0.07639,0.48958,0.50000,0.00000,0.47917,0.45139,0.00000,0.00694,0.60688,0.07834,11.55678
topology_no_memory_ablation,contact_chain_transfer,6,6,0.16667,0.92197,0.85926,0.88194,0.03794,0.75556,0.66667,0.00000,0.15347,0.13195,0.00000,0.00347,0.24494,0.04646,11.82128
topology_no_memory_ablation,contact_chain_transfer,7,6,0.16667,0.85581,0.90556,0.59282,0.08021,0.52431,0.50980,0.00000,0.46944,0.42361,0.00000,0.00347,0.50182,0.07863,11.26739
topology_no_memory_ablation,contact_sensor_noise_burst,0,6,0.33333,0.59991,0.55000,0.48391,0.19123,0.29792,0.23752,0.00000,0.63125,0.54514,0.00000,0.00347,0.74542,0.06065,27.48119
topology_no_memory_ablation,contact_sensor_noise_burst,1,6,0.00000,0.55405,0.35532,0.38252,0.20486,0.43403,0.32267,0.00000,0.72222,0.67014,0.00000,0.00000,0.66851,0.02680,13.24399
topology_no_memory_ablation,contact_sensor_noise_burst,2,6,0.50000,0.72017,0.43190,0.57746,0.16088,0.56303,0.62866,0.11806,0.46090,0.40226,0.07986,0.01042,0.76574,0.11781,14.28902
topology_no_memory_ablation,contact_sensor_noise_burst,3,6,0.16667,0.73822,0.51898,0.49665,0.15165,0.66528,0.70375,0.00000,0.57569,0.51736,0.00694,0.00000,0.63729,0.05856,12.44823
topology_no_memory_ablation,contact_sensor_noise_burst,4,6,0.33333,0.65114,0.63484,0.42477,0.15564,0.32986,0.39978,0.13542,0.50486,0.43403,0.15625,0.00347,0.76997,0.09114,12.05132
topology_no_memory_ablation,contact_sensor_noise_burst,5,6,0.33333,0.69567,0.45833,0.37268,0.18490,0.54444,0.28055,0.00000,0.75764,0.68958,0.00347,0.00347,0.78735,0.04008,11.83199
topology_no_memory_ablation,contact_sensor_noise_burst,6,6,0.33333,0.63559,0.49800,0.41405,0.17948,0.40323,0.32020,0.00000,0.66798,0.59354,0.00347,0.00694,0.77752,0.04183,12.28198
topology_no_memory_ablation,contact_sensor_noise_burst,7,6,0.16667,0.68042,0.73194,0.44410,0.14644,0.30208,0.22227,0.00000,0.65694,0.59722,0.00000,0.00347,0.76948,0.07665,12.56901
topology_no_memory_ablation,delayed_topology_transition,0,6,0.00000,0.54363,0.21296,0.12442,0.22179,0.79861,0.50000,0.81250,0.00000,0.00000,0.93750,0.00347,0.11272,0.05979,8.18429
topology_no_memory_ablation,delayed_topology_transition,1,6,0.00000,0.46586,0.08276,0.21528,0.23133,0.82986,0.33333,0.81250,0.00000,0.00000,0.83333,0.00347,0.05834,0.02886,8.54708
topology_no_memory_ablation,delayed_topology_transition,2,6,0.00000,0.61944,0.34317,0.25509,0.18576,0.79514,0.30556,0.81597,0.15972,0.00000,0.94097,0.00347,0.14167,0.06609,8.19005
topology_no_memory_ablation,delayed_topology_transition,3,6,0.00000,0.55579,0.23611,0.13993,0.21571,0.75000,0.16667,0.80903,0.00694,0.01042,0.93403,0.00000,0.00000,0.09052,8.06581
topology_no_memory_ablation,delayed_topology_transition,4,6,0.00000,0.47292,0.22188,0.23148,0.22483,0.57986,0.16667,0.80208,0.00000,0.00000,0.81945,0.00694,0.18770,0.06744,9.61097
topology_no_memory_ablation,delayed_topology_transition,5,6,0.00000,0.47523,0.08796,0.16782,0.25434,0.81597,0.16667,0.81250,0.00000,0.00000,0.87153,0.00000,0.00000,0.00904,14.54943
topology_no_memory_ablation,delayed_topology_transition,6,6,0.00000,0.46146,0.10359,0.22569,0.23264,0.81944,0.50000,0.81250,0.00000,0.00000,0.83333,0.00347,0.06732,0.03223,9.05479
topology_no_memory_ablation,delayed_topology_transition,7,6,0.00000,0.47095,0.19734,0.22975,0.21267,0.68056,0.00000,0.81250,0.00000,0.00000,0.80556,0.00694,0.23092,0.06357,9.10584
topology_no_memory_ablation,distractor_contact,0,6,0.00000,0.92396,0.88195,0.83565,0.03906,0.73958,0.34286,0.00000,0.15972,0.14930,0.01389,0.00694,0.15896,0.21851,12.14256
topology_no_memory_ablation,distractor_contact,1,6,0.16667,0.70732,0.52041,0.68361,0.12827,0.46275,0.04286,0.00000,0.34943,0.30934,0.01042,0.00000,0.44244,0.15993,24.32473
topology_no_memory_ablation,distractor_contact,2,6,0.00000,0.72963,0.66898,0.66204,0.12023,0.43403,0.33333,0.00000,0.37153,0.33681,0.00347,0.00000,0.42264,0.08145,20.23813
topology_no_memory_ablation,distractor_contact,3,6,0.16667,0.79289,0.65429,0.68857,0.09883,0.37366,0.02564,0.00000,0.34562,0.31544,0.02083,0.00000,0.37224,0.15630,15.94648
topology_no_memory_ablation,distractor_contact,4,6,0.33333,0.82470,0.85055,0.44823,0.10082,0.35883,0.16667,0.00000,0.62050,0.56339,0.00347,0.00000,0.56482,0.10728,11.47383
topology_no_memory_ablation,distractor_contact,5,6,0.00000,0.92222,0.89236,0.82407,0.03863,0.73611,0.33333,0.00000,0.15972,0.14930,0.00694,0.00000,0.14096,0.06898,11.81384
topology_no_memory_ablation,distractor_contact,6,6,0.00000,0.94340,0.87315,0.95833,0.02300,0.83333,0.33333,0.00000,0.00347,0.00000,0.01389,0.00000,0.03544,0.18033,12.11203
topology_no_memory_ablation,distractor_contact,7,6,0.16667,0.81072,0.74884,0.58866,0.10486,0.44167,0.20397,0.00000,0.48125,0.42014,0.00694,0.00000,0.42591,0.08526,11.82579
topology_no_memory_ablation,fixture_near_wall_jam,0,6,0.00000,0.84687,0.80868,0.97801,0.03603,0.78125,0.83333,0.00000,0.00000,0.00000,0.00000,0.00347,0.00000,0.02704,25.05631
topology_no_memory_ablation,fixture_near_wall_jam,1,6,0.00000,0.68981,0.57176,0.98032,0.06207,0.56945,1.00000,0.00000,0.00000,0.00000,0.00000,0.01736,0.00000,0.03449,41.93162
topology_no_memory_ablation,fixture_near_wall_jam,2,6,0.00000,0.92303,0.77431,0.99306,0.02908,0.77084,0.83333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03122,26.62500
topology_no_memory_ablation,fixture_near_wall_jam,3,6,0.00000,0.39178,0.34664,0.93866,0.12066,0.29861,0.50000,0.00000,0.00000,0.00000,0.00000,0.02431,0.00000,0.03167,69.47580
topology_no_memory_ablation,fixture_near_wall_jam,4,6,0.00000,0.51215,0.45602,0.93287,0.10200,0.40625,0.66667,0.00000,0.00000,0.00000,0.00000,0.00694,0.00000,0.03919,69.30011
topology_no_memory_ablation,fixture_near_wall_jam,5,6,0.00000,0.49711,0.45081,0.94329,0.10460,0.40278,0.83333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03145,69.35950
topology_no_memory_ablation,fixture_near_wall_jam,6,6,0.00000,0.68750,0.64584,0.96412,0.06337,0.60764,0.83333,0.00000,0.00000,0.00000,0.00000,0.01389,0.00000,0.03748,41.35508
topology_no_memory_ablation,fixture_near_wall_jam,7,6,0.00000,0.78819,0.69329,0.98264,0.04557,0.68056,1.00000,0.00000,0.00000,0.00000,0.00000,0.00694,0.00000,0.04117,27.22529
topology_no_memory_ablation,fixture_topology_shift,0,6,0.00000,0.80428,0.43171,0.98958,0.07379,0.41319,0.83333,0.35417,0.00347,0.00000,0.23264,0.00347,0.09258,0.08301,31.20562
topology_no_memory_ablation,fixture_topology_shift,1,6,0.00000,0.72465,0.40857,0.69444,0.12283,0.55556,0.66667,0.57639,0.00694,0.00347,0.47569,0.00347,0.09823,0.07571,31.22202
topology_no_memory_ablation,fixture_topology_shift,2,6,0.00000,0.69965,0.49016,0.89583,0.09896,0.48611,0.83333,0.29514,0.00000,0.00000,0.20139,0.00694,0.09773,0.04268,22.30640
topology_no_memory_ablation,fixture_topology_shift,3,6,0.00000,0.65208,0.35301,0.90278,0.09766,0.31597,1.00000,0.20139,0.00694,0.00000,0.16319,0.00694,0.19435,0.09141,18.89375
topology_no_memory_ablation,fixture_topology_shift,4,6,0.00000,0.78299,0.48553,0.79919,0.09375,0.65625,0.83333,0.35069,0.01042,0.00347,0.29861,0.00347,0.17391,0.05478,31.86049
topology_no_memory_ablation,fixture_topology_shift,5,6,0.00000,0.81829,0.50868,0.95717,0.06901,0.47222,0.83333,0.25347,0.00000,0.00000,0.15625,0.00000,0.00000,0.04665,33.17612
topology_no_memory_ablation,fixture_topology_shift,6,6,0.00000,0.91493,0.78356,0.96759,0.03255,0.76042,1.00000,0.15972,0.00347,0.00000,0.10069,0.00694,0.08924,0.08955,24.06396
topology_no_memory_ablation,fixture_topology_shift,7,6,0.00000,0.71817,0.50000,0.78866,0.09896,0.65278,0.83333,0.44444,0.00000,0.08681,0.22222,0.00347,0.17513,0.03504,37.58687
topology_no_memory_ablation,friction_mass_shift,0,6,0.00000,0.67141,0.45486,0.58738,0.16840,0.54514,0.47595,0.00000,0.44792,0.41667,0.00000,0.01389,0.65241,0.06988,13.10506
topology_no_memory_ablation,friction_mass_shift,1,6,0.33333,0.75912,0.67961,0.63208,0.13650,0.55945,0.39167,0.00000,0.45465,0.40474,0.00000,0.01042,0.78020,0.09432,11.59292
topology_no_memory_ablation,friction_mass_shift,2,6,0.16667,0.79743,0.60556,0.58356,0.12604,0.69653,0.40667,0.00000,0.46944,0.43403,0.00000,0.01389,0.79942,0.10999,12.10086
topology_no_memory_ablation,friction_mass_shift,3,6,0.16667,0.81222,0.50741,0.60799,0.12674,0.83681,0.82536,0.00000,0.46944,0.42361,0.00000,0.00347,0.53206,0.04914,11.98720
topology_no_memory_ablation,friction_mass_shift,4,6,0.16667,0.80278,0.60694,0.58750,0.12335,0.76597,0.60406,0.00000,0.46944,0.43056,0.00000,0.00694,0.67794,0.08878,11.21701
topology_no_memory_ablation,friction_mass_shift,5,6,0.33333,0.78051,0.49537,0.48056,0.14384,0.74514,0.65419,0.00000,0.61944,0.55208,0.00000,0.00694,0.68342,0.06347,11.34033
topology_no_memory_ablation,friction_mass_shift,6,6,0.33333,0.76394,0.54537,0.60486,0.14644,0.67708,0.12963,0.00000,0.47153,0.40278,0.00000,0.00694,0.81995,0.15205,11.80936
topology_no_memory_ablation,friction_mass_shift,7,6,0.33333,0.68509,0.43634,0.50579,0.18689,0.61597,0.47368,0.00000,0.59167,0.52083,0.00000,0.00347,0.65523,0.06457,12.07731
topology_no_memory_ablation,nominal_push_to_pocket,0,6,0.00000,0.53391,0.58912,0.46123,0.17925,0.09375,0.01961,0.00000,0.62152,0.56250,0.00000,0.00000,0.80223,0.01950,23.46052
topology_no_memory_ablation,nominal_push_to_pocket,1,6,0.33333,0.68775,0.75556,0.33472,0.12083,0.12917,0.00980,0.00000,0.77916,0.69792,0.00347,0.00000,0.72231,0.02144,11.24459
topology_no_memory_ablation,nominal_push_to_pocket,2,6,0.33333,0.61183,0.65139,0.42176,0.16380,0.13611,0.00980,0.00000,0.69236,0.60069,0.00000,0.00000,0.68313,0.02048,36.19057
topology_no_memory_ablation,nominal_push_to_pocket,3,6,0.33333,0.61650,0.63194,0.40532,0.16024,0.18125,0.00980,0.00000,0.71319,0.63194,0.00000,0.00000,0.69249,0.01499,22.93778
topology_no_memory_ablation,nominal_push_to_pocket,4,6,0.33333,0.79007,0.74757,0.19259,0.13794,0.26667,0.14043,0.00000,0.93889,0.85069,0.00000,0.00000,0.81677,0.01215,11.36579
topology_no_memory_ablation,nominal_push_to_pocket,5,6,0.50000,0.80424,0.87870,0.20451,0.12335,0.13264,0.00980,0.00000,0.93889,0.84722,0.00000,0.00000,0.82830,0.01480,11.21000
topology_no_memory_ablation,nominal_push_to_pocket,6,6,0.16667,0.80342,0.89931,0.16921,0.12396,0.11528,0.02832,0.00000,0.95694,0.87153,0.00000,0.00000,0.81568,0.02099,11.21864
topology_no_memory_ablation,nominal_push_to_pocket,7,6,0.16667,0.58506,0.53198,0.37626,0.17847,0.24879,0.13150,0.00000,0.71100,0.64381,0.00347,0.00000,0.80012,0.02400,25.63729
topology_no_memory_ablation,pocket_relocation,0,6,0.16667,0.62033,0.45579,0.43287,0.15356,0.40764,0.33830,0.13542,0.63264,0.42361,0.15625,0.01042,0.42325,0.11109,26.32272
topology_no_memory_ablation,pocket_relocation,1,6,0.00000,0.64502,0.37963,0.25926,0.20920,0.52083,0.40799,0.00000,0.83680,0.77778,0.00000,0.00000,0.80926,0.12434,24.27374
topology_no_memory_ablation,pocket_relocation,2,6,0.16667,0.74342,0.50965,0.15239,0.17549,0.51196,0.36334,0.00000,0.95293,0.88233,0.00347,0.00000,0.81989,0.13721,11.14399
topology_no_memory_ablation,pocket_relocation,3,6,0.33333,0.75035,0.52865,0.18154,0.17188,0.49587,0.32737,0.00000,0.94204,0.86984,0.00000,0.00000,0.82289,0.12411,11.29476
topology_no_memory_ablation,pocket_relocation,4,6,0.16667,0.55729,0.12276,0.36361,0.23212,0.68569,0.49671,0.00000,0.74389,0.67875,0.00347,0.00000,0.69724,0.10133,31.72607
topology_no_memory_ablation,pocket_relocation,5,6,0.16667,0.46088,0.14606,0.50370,0.22509,0.52222,0.30465,0.00000,0.57361,0.51389,0.00694,0.00694,0.65962,0.10899,48.08679
topology_no_memory_ablation,pocket_relocation,6,6,0.16667,0.61153,0.12361,0.30602,0.23169,0.76875,0.55292,0.00000,0.81667,0.73958,0.00000,0.00000,0.80308,0.09779,23.98066
topology_no_memory_ablation,pocket_relocation,7,6,0.66667,0.71779,0.32414,0.21329,0.19830,0.73879,0.37530,0.00000,0.92867,0.83036,0.00000,0.00000,0.83894,0.11380,11.92103
topology_world_model_v4,actuator_limit_chain,0,6,0.00000,0.64352,0.37037,0.48380,0.15799,0.56250,1.00000,0.75347,0.00000,0.00000,0.71528,0.00347,0.11435,0.03055,15.62849
topology_world_model_v4,actuator_limit_chain,1,6,0.00000,0.56933,0.35764,0.59722,0.15712,0.25695,0.83333,0.76389,0.01042,0.00347,0.61111,0.00347,0.12043,0.05202,25.83424
topology_world_model_v4,actuator_limit_chain,2,6,0.00000,0.71632,0.59491,0.45255,0.12630,0.39931,0.83333,0.52083,0.15972,0.14930,0.51736,0.01042,0.35323,0.07532,11.44345
topology_world_model_v4,actuator_limit_chain,3,6,0.00000,0.70474,0.82755,0.24884,0.12413,0.20486,0.84343,0.65972,0.15625,0.14930,0.70833,0.01389,0.46198,0.07817,12.26856
topology_world_model_v4,actuator_limit_chain,4,6,0.00000,0.49178,0.62384,0.45949,0.13368,0.13889,0.83333,0.66667,0.00347,0.00347,0.60417,0.01736,0.51482,0.12771,16.43960
topology_world_model_v4,actuator_limit_chain,5,6,0.00000,0.39039,0.40220,0.38542,0.22483,0.37847,0.33333,0.67014,0.01736,0.15625,0.51736,0.01042,0.33464,0.04398,25.87274
topology_world_model_v4,actuator_limit_chain,6,6,0.00000,0.60208,0.75868,0.24827,0.13585,0.18750,0.83333,0.80556,0.01389,0.00694,0.82639,0.00694,0.34316,0.22849,11.48623
topology_world_model_v4,actuator_limit_chain,7,6,0.00000,0.56968,0.52315,0.33218,0.16753,0.37153,0.83333,0.80556,0.01389,0.00694,0.77778,0.00347,0.10784,0.08424,23.92929
topology_world_model_v4,combined_extreme_stress,0,6,0.00000,0.64931,0.49074,0.94954,0.10113,0.44792,0.33333,0.15972,0.00347,0.00000,0.13194,0.01042,0.24310,0.06489,54.13514
topology_world_model_v4,combined_extreme_stress,1,6,0.00000,0.33819,0.19792,0.92593,0.18055,0.17014,0.50000,0.06597,0.00000,0.00000,0.06944,0.02431,0.00000,0.02835,82.38098
topology_world_model_v4,combined_extreme_stress,2,6,0.00000,0.40035,0.31250,0.93102,0.16580,0.29514,0.33333,0.00000,0.00000,0.00000,0.02430,0.02431,0.00000,0.02568,80.43831
topology_world_model_v4,combined_extreme_stress,3,6,0.00000,0.64664,0.46007,0.95370,0.09462,0.44097,0.50000,0.10764,0.02778,0.02431,0.06597,0.01389,0.16920,0.04244,32.85390
topology_world_model_v4,combined_extreme_stress,4,6,0.00000,0.55694,0.41088,0.92477,0.12717,0.35069,0.16667,0.06944,0.00000,0.00000,0.07986,0.01042,0.00000,0.01610,67.50640
topology_world_model_v4,combined_extreme_stress,5,6,0.00000,0.64919,0.48611,0.95879,0.10113,0.46180,0.50000,0.06944,0.00694,0.00000,0.07639,0.01736,0.11143,0.15487,52.57408
topology_world_model_v4,combined_extreme_stress,6,6,0.00000,0.60938,0.51505,0.86806,0.10286,0.49653,0.66667,0.18403,0.00000,0.00000,0.16319,0.02430,0.14100,0.09216,57.59018
topology_world_model_v4,combined_extreme_stress,7,6,0.00000,0.72674,0.63391,0.95648,0.07812,0.59722,0.66667,0.00000,0.00000,0.00000,0.05208,0.01042,0.00000,0.01007,43.13759
topology_world_model_v4,combined_stress,0,6,0.16667,0.62160,0.64120,0.59178,0.13012,0.29861,0.50000,0.26042,0.24236,0.21181,0.25000,0.00694,0.78566,0.12287,14.92545
topology_world_model_v4,combined_stress,1,6,0.00000,0.76169,0.69444,0.86273,0.07769,0.57986,0.83333,0.24306,0.03125,0.02778,0.20486,0.01389,0.40401,0.12684,15.31086
topology_world_model_v4,combined_stress,2,6,0.16667,0.80106,0.77298,0.52472,0.10553,0.41964,0.50000,0.23611,0.45784,0.42212,0.17014,0.00347,0.63110,0.08299,16.92734
topology_world_model_v4,combined_stress,3,6,0.00000,0.63611,0.56250,0.64583,0.13715,0.25694,0.50000,0.37153,0.20139,0.18055,0.33333,0.00694,0.42747,0.10611,27.19170
topology_world_model_v4,combined_stress,4,6,0.00000,0.83160,0.59144,0.89352,0.06771,0.59722,1.00000,0.45486,0.00694,0.00694,0.32292,0.02083,0.55323,0.14949,20.45765
topology_world_model_v4,combined_stress,5,6,0.16667,0.68558,0.56875,0.69444,0.10634,0.32639,0.66667,0.36806,0.16944,0.14930,0.31944,0.01736,0.61255,0.12686,17.28769
topology_world_model_v4,combined_stress,6,6,0.00000,0.54398,0.43750,0.78935,0.14670,0.31597,0.50000,0.12153,0.14583,0.11806,0.10417,0.01389,0.60702,0.07263,26.24493
topology_world_model_v4,combined_stress,7,6,0.00000,0.70706,0.64757,0.31574,0.14236,0.40278,0.50000,0.52431,0.31597,0.30208,0.49306,0.00347,0.40723,0.06183,19.30010
topology_world_model_v4,contact_chain_transfer,0,6,0.00000,0.87778,0.84259,0.91435,0.04253,0.76389,0.83333,0.00000,0.09375,0.08333,0.00000,0.01389,0.42318,0.13162,17.14728
topology_world_model_v4,contact_chain_transfer,1,6,0.00000,0.84456,0.79514,0.97106,0.04644,0.77431,0.83333,0.00000,0.03819,0.02778,0.00000,0.00000,0.12478,0.02561,23.71296
topology_world_model_v4,contact_chain_transfer,2,6,0.00000,0.85058,0.80208,0.95718,0.04470,0.76736,0.83333,0.00000,0.04861,0.03819,0.00000,0.01042,0.34956,0.06241,21.87028
topology_world_model_v4,contact_chain_transfer,3,6,0.00000,0.91262,0.91898,0.71412,0.04861,0.62847,0.66667,0.00000,0.31944,0.29861,0.00000,0.00694,0.46278,0.11207,11.35112
topology_world_model_v4,contact_chain_transfer,4,6,0.00000,0.96875,0.91319,0.99306,0.01172,0.90625,1.00000,0.00000,0.00000,0.00000,0.00000,0.00694,0.18363,0.11478,11.38637
topology_world_model_v4,contact_chain_transfer,5,6,0.00000,0.72257,0.73206,0.73947,0.10547,0.49653,0.50000,0.00000,0.28472,0.25000,0.00000,0.00694,0.59172,0.08215,30.08687
topology_world_model_v4,contact_chain_transfer,6,6,0.00000,0.93461,0.90741,0.90278,0.03082,0.82639,0.66667,0.00000,0.11458,0.09375,0.00000,0.00347,0.32674,0.06469,11.97703
topology_world_model_v4,contact_chain_transfer,7,6,0.00000,0.72708,0.72164,0.78356,0.08898,0.52778,0.50000,0.00000,0.24306,0.21528,0.00000,0.00347,0.40157,0.10850,31.19537
topology_world_model_v4,contact_sensor_noise_burst,0,6,0.33333,0.82597,0.87639,0.38912,0.10685,0.26806,0.16667,0.00000,0.78403,0.69444,0.00000,0.00347,0.79341,0.06074,12.13034
topology_world_model_v4,contact_sensor_noise_burst,1,6,0.16667,0.78451,0.88796,0.19271,0.13056,0.12153,0.00980,0.00000,0.93194,0.86319,0.00000,0.00000,0.81785,0.02531,11.47566
topology_world_model_v4,contact_sensor_noise_burst,2,6,0.16667,0.82028,0.81134,0.58796,0.09548,0.41667,0.50000,0.11806,0.47292,0.42361,0.07986,0.01042,0.74235,0.12727,14.89437
topology_world_model_v4,contact_sensor_noise_burst,3,6,0.16667,0.73544,0.80787,0.44306,0.12170,0.24861,0.16667,0.00000,0.68125,0.61805,0.00000,0.00347,0.66913,0.01407,20.90203
topology_world_model_v4,contact_sensor_noise_burst,4,6,0.33333,0.70891,0.77338,0.47650,0.12622,0.24930,0.33333,0.13542,0.50833,0.43750,0.15972,0.00347,0.76427,0.08553,22.34176
topology_world_model_v4,contact_sensor_noise_burst,5,6,0.16667,0.76289,0.83032,0.37280,0.12613,0.24375,0.16667,0.00000,0.74375,0.67708,0.00347,0.00347,0.78091,0.04215,12.72315
topology_world_model_v4,contact_sensor_noise_burst,6,6,0.16667,0.70058,0.74769,0.30891,0.14696,0.10625,0.00000,0.00000,0.83750,0.77083,0.00000,0.00000,0.80200,0.03334,21.44970
topology_world_model_v4,contact_sensor_noise_burst,7,6,0.33333,0.80725,0.78773,0.67778,0.09132,0.47292,0.33333,0.00000,0.45625,0.39236,0.00000,0.00347,0.67967,0.11483,13.61192
